Ticker,Metric,Filed_Date,Period_End,Value,Form
BAC,Cash,2013-02-28,2010-12-31,108427000000.0,10-K
BAC,Cash,2015-02-25,2011-12-31,120102000000.0,10-K
BAC,Cash,2014-02-25,2011-12-31,120102000000.0,10-K
BAC,Cash,2013-10-30,2011-12-31,120102000000.0,10-Q
BAC,Cash,2013-08-01,2011-12-31,120102000000.0,10-Q
BAC,Cash,2013-05-07,2011-12-31,120102000000.0,10-Q
BAC,Cash,2013-02-28,2011-12-31,120102000000.0,10-K
BAC,Cash,2013-05-07,2012-03-31,128792000000.0,10-Q
BAC,Cash,2013-08-01,2012-06-30,123717000000.0,10-Q
BAC,Cash,2013-10-30,2012-09-30,106415000000.0,10-Q
BAC,Cash,2016-02-24,2012-12-31,110752000000.0,10-K
BAC,Cash,2015-02-25,2012-12-31,110752000000.0,10-K
BAC,Cash,2014-11-06,2012-12-31,110752000000.0,10-Q
BAC,Cash,2014-07-29,2012-12-31,110752000000.0,10-Q
BAC,Cash,2014-05-01,2012-12-31,110752000000.0,10-Q
BAC,Cash,2014-02-25,2012-12-31,110752000000.0,10-K
BAC,Cash,2013-10-30,2012-12-31,110752000000.0,10-Q
BAC,Cash,2013-08-01,2012-12-31,110752000000.0,10-Q
BAC,Cash,2013-05-07,2012-12-31,110752000000.0,10-Q
BAC,Cash,2013-02-28,2012-12-31,110752000000.0,10-K
BAC,Cash,2014-05-01,2013-03-31,100980000000.0,10-Q
BAC,Cash,2013-05-07,2013-03-31,100980000000.0,10-Q
BAC,Cash,2014-07-29,2013-06-30,98828000000.0,10-Q
BAC,Cash,2013-08-01,2013-06-30,98828000000.0,10-Q
BAC,Cash,2014-11-06,2013-09-30,121233000000.0,10-Q
BAC,Cash,2013-10-30,2013-09-30,121233000000.0,10-Q
BAC,Cash,2016-02-24,2013-12-31,131322000000.0,10-K
BAC,Cash,2015-10-30,2013-12-31,131322000000.0,10-Q
BAC,Cash,2015-07-29,2013-12-31,131322000000.0,10-Q
BAC,Cash,2015-04-29,2013-12-31,131322000000.0,10-Q
BAC,Cash,2015-02-25,2013-12-31,131322000000.0,10-K
